MODUL-HERSTELLER	MODUL-TYP	NENNLEISTUNG [W]	MODULWIRKUNGSGRAD [%]	SPANNUNG IM MPP [V]	STROM IM MPP [A]	VERSION
ET-Solar	ET-M660250BL	250.00	15.52	30.43	8.22	2/2012	
ET-Solar	ET-M660235WL	235.00	14.59	29.69	7.92	2/2012	
ET-Solar	ET-M660240WL	240.00	14.90	30.12	8.02	2/2012	
ET-Solar	ET-M660245WL	245.00	15.21	30.08	8.15	2/2012	
ET-Solar	ET-M660250WL	250.00	15.52	30.43	8.22	2/2012	
ET-Solar	ET-M660255WL	255.00	15.83	30.91	8.25	2/2012	
ET-Solar	ET-M672280TW	280.00	14.43	35.68	7.85	1/2013	
ET-Solar	ET-M672285TW	285.00	14.69	35.68	7.99	1/2013	
ET-Solar	ET-M672290TW	290.00	14.95	35.72	8.12	1/2013	
ET-Solar	ET-M672295TW	295.00	15.20	35.78	8.25	1/2013	
ET-Solar	ET-M672300TW	300.00	15.46	36.24	8.28	1/2013	
ET-Solar	ET-M672305TW	305.00	15.72	36.75	8.30	1/2013	
ET-Solar	ET-M672280BB	280.00	14.43	35.68	7.85	1/2013	
ET-Solar	ET-M672285BB	285.00	14.69	35.68	7.99	1/2013	
ET-Solar	ET-M672290BB	290.00	14.95	35.72	8.12	1/2013	
ET-Solar	ET-M672280WW	280.00	14.43	35.68	7.85	1/2013	
ET-Solar	ET-M672285WW	285.00	14.69	35.68	7.99	1/2013	
ET-Solar	ET-M672290WW	290.00	14.95	35.72	8.12	1/2013	
ET-Solar	ET-M672295WW	295.00	15.20	35.78	8.25	1/2013	
ET-Solar	ET-M672280BL	280.00	14.56	35.68	7.85	2/2012	
ET-Solar	ET-M672285BL	285.00	14.82	35.68	7.99	2/2012	
ET-Solar	ET-M672290BL	290.00	15.08	35.72	8.12	2/2012	
ET-Solar	ET-M672295BL	295.00	15.34	35.78	8.25	2/2012	
ET-Solar	ET-M672300BL	300.00	15.60	36.24	8.28	2/2012	
ET-Solar	ET-M672280WL	280.00	14.56	35.68	7.85	2/2012	
ET-Solar	ET-M672285WL	285.00	14.82	35.68	7.99	2/2012	
ET-Solar	ET-M672290WL	290.00	15.08	35.72	8.12	2/2012	
ET-Solar	ET-M672295WL	295.00	15.34	35.78	8.25	2/2012	
ET-Solar	ET-M672300WL	300.00	15.60	36.24	8.28	2/2012	
ET-Solar	ET-M672305WL	305.00	15.86	36.75	8.30	2/2012	
ET-Solar	ET-P63645	45.00	12.67	17.60	2.56	11/2012	
ET-Solar	ET-P63685	85.00	12.44	17.20	4.94	11/2012	
ET-Solar	ET-P63690	90.00	13.17	17.60	5.11	11/2012	
ET-Solar	ET-P63695	95.00	13.90	18.00	5.28	11/2012	
ET-Solar	ET-P648190WW	190.00	14.47	23.99	7.92	1/2013	
ET-Solar	ET-P654205WL	205.00	14.09	27.30	7.50	2/2012	
ET-Solar	ET-P654210WL	210.00	14.43	27.54	7.63	2/2012	
ET-Solar	ET-P654215WL	215.00	14.77	27.54	7.81	2/2012	
ET-Solar	ET-P660240 (US)	240.00	14.75	29.96	8.02	9/2012	
ET-Solar	ET-P660245 (US)	245.00	15.06	30.14	8.13	9/2012	
ET-Solar	ET-P660250 (US)	250.00	15.37	30.34	8.24	9/2012	
ET-Solar	ET-P660255 (US)	255.00	15.67	30.91	8.25	9/2012	
ET-Solar	ET-P660260 (US)	260.00	15.98	31.48	8.26	9/2012	
ET-Solar	ET-P660230BB (US)	230.00	14.14	29.64	7.76	9/2012	
ET-Solar	ET-P660235BB (US)	235.00	14.44	29.83	7.88	9/2012	
ET-Solar	ET-P660225BBG (US) Anti-glare	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230BBG (US) Anti-glare	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235BBG (US) Anti-glare	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660240BBG (US) Anti-glare	240.00	14.75	29.96	8.02	1/2013	
ET-Solar	ET-P660245BBG (US) Anti-glare	245.00	15.06	30.14	8.13	1/2013	
ET-Solar	ET-P660225WW (US)	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230WW (US)	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235WW (US)	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660240WW (US)	240.00	14.75	29.96	8.02	1/2013	
ET-Solar	ET-P660225WL (US)	225.00	13.97	29.58	7.61	9/2012	
ET-Solar	ET-P660230WL (US)	230.00	14.28	29.64	7.76	9/2012	
ET-Solar	ET-P660235WL (US)	235.00	14.59	29.83	7.88	9/2012	
ET-Solar	ET-P660240WL (US)	240.00	14.90	29.96	8.02	9/2012	
ET-Solar	ET-P660245WL (US)	245.00	15.21	30.14	8.13	9/2012	
ET-Solar	ET-P660250WL (US)	250.00	15.52	30.34	8.24	9/2012	
ET-Solar	ET-P660250 Moly (US)	250.00	15.37	30.71	8.14	1/2013	
ET-Solar	ET-P660225WWG (US) Anti-glare	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230WWG (US) Anti-glare	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235WWG (US) Anti-glare	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660225WWZ (US) Zero Rack 2	225.00	13.83	29.58	7.61	9/2012	
ET-Solar	ET-P660230WWZ (US) Zero Rack 2	230.00	14.14	29.64	7.76	9/2012	
ET-Solar	ET-P660235WWZ (US) Zero Rack 2	235.00	14.44	29.83	7.88	9/2012	
ET-Solar	ET-P660240WWZ (US) Zero Rack 2	240.00	14.75	29.96	8.02	9/2012	
ET-Solar	ET-P660245WWZ (US) Zero Rack 2	245.00	15.06	30.14	8.13	9/2012	
ET-Solar	ET-P660250WWZ (US) Zero Rack 2	250.00	15.37	30.34	8.24	9/2012	
ET-Solar	ET-P660225WBZ (US) Zero Rack 2	225.00	13.83	29.58	7.61	9/2012	
ET-Solar	ET-P660230WBZ (US) Zero Rack 2	230.00	14.14	29.64	7.76	9/2012	
ET-Solar	ET-P660235WBZ (US) Zero Rack 2	235.00	14.44	29.83	7.88	9/2012	
ET-Solar	ET-P660240WBZ (US) Zero Rack 2	240.00	14.75	29.96	8.02	9/2012	
ET-Solar	ET-P660245WBZ (US) Zero Rack 2	245.00	15.06	30.14	8.13	9/2012	
ET-Solar	ET-P660250WBZ (US) Zero Rack 2	250.00	15.37	30.34	8.24	9/2012	
ET-Solar	ET-P660225WWZ (US) Zero Rack 3	225.00	13.83	29.58	7.61	9/2012	
ET-Solar	ET-P660230WWZ (US) Zero Rack 3	230.00	14.14	29.64	7.76	9/2012	
ET-Solar	ET-P660235WWZ (US) Zero Rack 3	235.00	14.44	29.83	7.88	9/2012	
ET-Solar	ET-P660240WWZ (US) Zero Rack 3	240.00	14.75	29.96	8.02	9/2012	
ET-Solar	ET-P660245WWZ (US) Zero Rack 3	245.00	15.06	30.14	8.13	9/2012	
ET-Solar	ET-P660250WWZ (US) Zero Rack 3	250.00	15.37	30.34	8.24	9/2012	
ET-Solar	ET-P660225WBZ (US) Zero Rack 3	225.00	13.83	29.58	7.61	9/2012	
ET-Solar	ET-P660230WBZ (US) Zero Rack 3	230.00	14.14	29.64	7.76	9/2012	
ET-Solar	ET-P660235WBZ (US) Zero Rack 3	235.00	14.44	29.83	7.88	9/2012	
ET-Solar	ET-P660240WBZ (US) Zero Rack 3	240.00	14.75	29.96	8.02	9/2012	
ET-Solar	ET-P660245WBZ (US) Zero Rack 3	245.00	15.06	30.14	8.13	9/2012	
ET-Solar	ET-P660250WBZ (US) Zero Rack 3	250.00	15.37	30.34	8.24	9/2012	
ET-Solar	ET-P660225BBG (EU) Anti-glare	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230BBG (EU) Anti-glare	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235BBG (EU) Anti-glare	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660240BBG (EU) Anti-glare	240.00	14.75	29.96	8.02	1/2013	
ET-Solar	ET-P660245BBG (EU) Anti-glare	245.00	15.06	30.14	8.13	1/2013	
ET-Solar	ET-P660225TW (EU)	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230TW (EU)	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235TW (EU)	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660240TW (EU)	240.00	14.75	29.96	8.02	1/2013	
ET-Solar	ET-P660245TW (EU)	245.00	15.06	30.14	8.13	1/2013	
ET-Solar	ET-P660250TW (EU)	250.00	15.37	30.34	8.24	1/2013	
ET-Solar	ET-P660225WB (EU)	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230WB (EU)	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235WB (EU)	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660240WB (EU)	240.00	14.75	29.96	8.02	1/2013	
ET-Solar	ET-P660225WL (EU)	225.00	13.97	29.58	7.61	9/2012	
ET-Solar	ET-P660230WL (EU)	230.00	14.28	29.64	7.76	9/2012	
ET-Solar	ET-P660235WL (EU)	235.00	14.59	29.83	7.88	9/2012	
ET-Solar	ET-P660240WL (EU)	240.00	14.90	29.96	8.02	9/2012	
ET-Solar	ET-P660245WL (EU)	245.00	15.21	30.14	8.13	9/2012	
ET-Solar	ET-P660250WL (EU)	250.00	15.52	30.34	8.24	9/2012	
ET-Solar	ET-P660225WW (EU)	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230WW (EU)	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235WW (EU)	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660240WW (EU)	240.00	14.75	29.96	8.02	1/2013	
ET-Solar	ET-P660225WWG (EU) Anti-glare	225.00	13.83	29.58	7.61	1/2013	
ET-Solar	ET-P660230WWG (EU) Anti-glare	230.00	14.14	29.64	7.76	1/2013	
ET-Solar	ET-P660235WWG (EU) Anti-glare	235.00	14.44	29.83	7.88	1/2013	
ET-Solar	ET-P660240WWG (EU) Anti-glare	240.00	14.75	29.96	8.02	1/2013	
ET-Solar	ET-P660245WWG (EU) Anti-glare	245.00	15.06	30.14	8.13	1/2013	
ET-Solar	ET-P660250WWG (EU) Anti-glare	250.00	15.37	30.34	8.24	1/2013	
ET-Solar	ET-L660250WW Moly	250.00	15.37	30.09	8.31	1/2013	
ET-Solar	ET-L660255WW Moly	255.00	15.67	30.54	8.35	1/2013	
ET-Solar	ET-L660260WW Moly	260.00	15.98	30.84	8.44	1/2013	
ET-Solar	ET-P672270BBG (US) Anti-glare	270.00	13.92	35.48	7.61	1/2013	
ET-Solar	ET-P672275BBG (US) Anti-glare	275.00	14.17	35.52	7.75	1/2013	
ET-Solar	ET-P672280BBG (US) Anti-glare	280.00	14.43	35.54	7.88	1/2013	
ET-Solar	ET-P672285BBG (US) Anti-glare	285.00	14.69	35.86	7.95	1/2013	
ET-Solar	ET-P672290BBG (US) Anti-glare	290.00	14.95	35.92	8.08	1/2013	
ET-Solar	ET-P672270WL (US)	270.00	14.04	35.48	7.61	9/2012	
ET-Solar	ET-P672275WL (US)	275.00	14.30	35.52	7.75	9/2012	
ET-Solar	ET-P672280WL (US)	280.00	14.56	35.54	7.88	9/2012	
ET-Solar	ET-P672285WL (US)	285.00	14.82	35.86	7.95	9/2012	
ET-Solar	ET-P672290WL (US)	290.00	15.08	35.92	8.08	9/2012	
ET-Solar	ET-P672295WL (US)	295.00	15.34	36.17	8.16	9/2012	
ET-Solar	ET-P672300WL (US)	300.00	15.60	36.68	8.18	9/2012	
ET-Solar	ET-P672305WL (US)	305.00	15.86	37.18	8.21	9/2012	
ET-Solar	ET-P672300 Moly (US)	300.00	15.46	36.92	8.13	1/2013	
ET-Solar	ET-P672305 Moly (US)	305.00	15.72	37.12	8.22	1/2013	
ET-Solar	ET-P672270BBG (EU) Anti-glare	270.00	13.92	35.48	7.61	1/2013	
ET-Solar	ET-P672275BBG (EU) Anti-glare	275.00	14.17	35.52	7.75	1/2013	
ET-Solar	ET-P672280BBG (EU) Anti-glare	280.00	14.43	35.54	7.88	1/2013	
ET-Solar	ET-P672285BBG (EU) Anti-glare	285.00	14.69	35.86	7.95	1/2013	
ET-Solar	ET-P672290BBG (EU) Anti-glare	290.00	14.95	35.92	8.08	1/2013	
ET-Solar	ET-P672270TW (EU)	270.00	13.92	35.48	7.61	9/2012	
ET-Solar	ET-P672275TW (EU)	275.00	14.17	35.52	7.75	9/2012	
ET-Solar	ET-P672280TW (EU)	280.00	14.43	35.54	7.88	9/2012	
ET-Solar	ET-P672285TW (EU)	285.00	14.69	35.86	7.95	9/2012	
ET-Solar	ET-P672290TW (EU)	290.00	14.95	35.92	8.08	9/2012	
ET-Solar	ET-P672295TW (EU)	295.00	15.20	36.17	8.16	9/2012	
ET-Solar	ET-P672300TW (EU)	300.00	15.46	36.68	8.18	9/2012	
ET-Solar	ET-P672270WB (EU)	270.00	13.92	35.48	7.61	1/2013	
ET-Solar	ET-P672275WB (EU)	275.00	14.17	35.52	7.75	1/2013	
ET-Solar	ET-P672280WB (EU)	280.00	14.43	35.54	7.88	1/2013	
ET-Solar	ET-P672285WB (EU)	285.00	14.69	35.86	7.95	1/2013	
ET-Solar	ET-P672270WL (EU)	270.00	14.04	35.48	7.61	9/2012	
ET-Solar	ET-P672275WL (EU)	275.00	14.30	35.52	7.75	9/2012	
ET-Solar	ET-P672280WL (EU)	280.00	14.56	35.54	7.88	9/2012	
ET-Solar	ET-P672285WL (EU)	285.00	14.82	35.86	7.95	9/2012	
ET-Solar	ET-P672290WL (EU)	290.00	15.08	35.92	8.08	9/2012	
ET-Solar	ET-P672295WL (EU)	295.00	15.34	36.17	8.16	9/2012	
ET-Solar	ET-P672300WL (EU)	300.00	15.60	36.68	8.18	9/2012	
ET-Solar	ET-P672270WW (EU)	270.00	13.92	35.48	7.61	1/2013	
ET-Solar	ET-P672275WW (EU)	275.00	14.17	35.52	7.75	1/2013	
ET-Solar	ET-P672280WW (EU)	280.00	14.43	35.54	7.88	1/2013	
ET-Solar	ET-P672285WW (EU)	285.00	14.69	35.86	7.95	1/2013	
ET-Solar	ET-L672300 Moly (EU)	300.00	15.46	36.28	8.27	1/2013	
ET-Solar	ET-L672305 Moly (EU)	305.00	15.72	36.49	8.36	1/2013	
ET-Solar	ET-L672310 Moly (EU)	310.00	15.98	36.76	8.44	1/2013	
ET-Solar	ET-L672315 Moly (EU)	315.00	16.23	37.01	8.51	1/2013	
ET-Solar	ET-M572195BB (EU)	195.00	15.27	36.94	5.28	3/2014	
ET-Solar	ET-M572200BB (EU)	200.00	15.67	36.97	5.41	3/2014	
ET-Solar	ET-M572195BB (US)	195.00	15.27	37.43	5.21	5/2014	
ET-Solar	ET-M572200BB (US)	200.00	15.67	37.88	5.28	5/2014	
ET-Solar	ET-M572205WWZ (US) Zero Rack 1	205.00	16.06	37.95	5.40	3/2014	
ET-Solar	ET-M572200WWZ (US) Zero Rack 1	200.00	15.67	37.88	5.28	3/2014	
ET-Solar	ET-M572200BBZ (US) Zero Rack 1	200.00	15.67	37.88	5.28	3/2014	
ET-Solar	ET-M572195BBZ (US) Zero Rack 1	195.00	15.27	37.43	5.21	3/2014	
ET-Solar	ET-M572200WW (EU)	200.00	15.67	36.97	5.41	3/2014	
ET-Solar	ET-M572205WW (EU)	205.00	16.06	37.13	5.53	3/2014	
ET-Solar	ET-M572200WW (US)	200.00	15.67	37.88	5.28	3/2014	
ET-Solar	ET-M572205WW (US)	205.00	16.06	37.95	5.40	3/2014	
ET-Solar	ET-M648200WW	200.00	15.23	24.34	8.22	3/2014	
ET-Solar	ET-M648205WW	205.00	15.61	24.78	8.27	3/2014	
ET-Solar	ET-M648210WW	210.00	15.99	25.06	8.36	3/2014	
ET-Solar	ET-M648200BB	200.00	15.23	24.34	8.22	3/2014	
ET-Solar	ET-M660245BB	245.00	15.06	30.08	8.15	3/2014	
ET-Solar	ET-M660250BB	250.00	15.37	30.43	8.22	3/2014	
ET-Solar	ET-M660255BB	255.00	15.67	30.91	8.25	3/2014	
ET-Solar	ET-M660260BB	260.00	15.98	31.14	8.35	3/2014	
ET-Solar	ET-M660250WW	250.00	15.37	30.43	8.22	3/2014	
ET-Solar	ET-M660255WW	255.00	15.67	30.91	8.25	3/2014	
ET-Solar	ET-M660260WW	260.00	15.98	31.14	8.35	3/2014	
ET-Solar	ET-M660265WW	265.00	16.29	31.70	8.36	3/2014	
ET-Solar	ET-M672295BB	295.00	15.20	35.78	8.25	3/2014	
ET-Solar	ET-M672300BB	300.00	15.46	36.24	8.28	3/2014	
ET-Solar	ET-M672305BB	305.00	15.72	36.75	8.30	3/2014	
ET-Solar	ET-M672310BB	310.00	15.98	37.26	8.32	3/2014	
ET-Solar	ET-M672300WW	300.00	15.46	36.24	8.28	3/2014	
ET-Solar	ET-M672305WW	305.00	15.72	36.75	8.30	3/2014	
ET-Solar	ET-M672310WW	310.00	15.98	37.26	8.32	3/2014	
ET-Solar	ET-M672315WW	315.00	16.23	37.82	8.33	3/2014	
ET-Solar	ET-P648195WW (EU)	195.00	14.85	24.11	8.09	3/2014	
ET-Solar	ET-P648200WW (EU)	200.00	15.23	24.27	8.24	3/2014	
ET-Solar	ET-P648195WW (US)	195.00	14.85	24.11	8.09	3/2014	
ET-Solar	ET-P648200WW (US)	200.00	15.23	24.27	8.24	3/2014	
ET-Solar	ET-P660240WWG (US) Anti-glare	240.00	14.75	29.96	8.02	4/2014	
ET-Solar	ET-P660245WWG (US) Anti-glare	245.00	15.06	30.14	8.13	4/2014	
ET-Solar	ET-P660250WWG (US) Anti-glare	250.00	15.37	30.34	8.24	4/2014	
ET-Solar	ET-P660240BB (EU)	240.00	14.75	29.96	8.02	4/2014	
ET-Solar	ET-P660245BB (EU)	245.00	15.06	30.14	8.13	4/2014	
ET-Solar	ET-P660250BB (EU)	250.00	15.37	30.34	8.24	4/2014	
ET-Solar	ET-P660255BB (EU)	255.00	15.67	30.91	8.25	4/2014	
ET-Solar	ET-P660240BB (US)	240.00	14.75	29.96	8.02	4/2014	
ET-Solar	ET-P660245BB (US)	245.00	15.06	30.14	8.13	4/2014	
ET-Solar	ET-P660250BB (US)	250.00	15.37	30.34	8.24	4/2014	
ET-Solar	ET-P660255BB (US)	255.00	15.67	30.91	8.25	4/2014	
ET-Solar	ET-P660260WW (EU)	260.00	15.98	31.48	8.26	4/2014	
ET-Solar	ET-P660255WW (EU)	255.00	15.67	30.91	8.25	4/2014	
ET-Solar	ET-P660250WW (EU)	250.00	15.37	30.34	8.24	4/2014	
ET-Solar	ET-P660245WW (EU)	245.00	15.06	30.14	8.13	4/2014	
ET-Solar	ET-P660245WB (EU)	245.00	15.06	30.14	8.13	4/2014	
ET-Solar	ET-P660250WB (EU)	250.00	15.37	30.34	8.24	4/2014	
ET-Solar	ET-P660255WB (EU)	255.00	15.67	30.91	8.25	4/2014	
ET-Solar	ET-P660260WB (EU)	260.00	15.98	31.48	8.26	4/2014	
ET-Solar	ET-P660260WW (US)	260.00	15.98	31.48	8.26	4/2014	
ET-Solar	ET-P660255WW (US)	255.00	15.67	30.91	8.25	4/2014	
ET-Solar	ET-P660250WW (US)	250.00	15.37	30.34	8.24	4/2014	
ET-Solar	ET-P660245WW (US)	245.00	15.06	30.14	8.13	4/2014	
ET-Solar	ET-P660260WB (US)	260.00	15.98	31.48	8.26	4/2014	
ET-Solar	ET-P660255WB (US)	255.00	15.67	30.91	8.25	4/2014	
ET-Solar	ET-P660250WB (US)	250.00	15.37	30.34	8.24	4/2014	
ET-Solar	ET-P660245WB (US)	245.00	15.06	30.14	8.13	4/2014	
ET-Solar	ET-P660260WW (EU) Smart	260.00	15.98	31.48	8.26	3/2014	
ET-Solar	ET-P660255WW (EU) Smart	255.00	15.67	30.91	8.25	3/2014	
ET-Solar	ET-P660250WW (EU) Smart	250.00	15.37	30.34	8.24	3/2014	
ET-Solar	ET-P660245WW (EU) Smart	245.00	15.06	30.14	8.13	3/2014	
ET-Solar	ET-P660245WWZ (US) Zero Rack 1	245.00	15.06	30.14	8.13	3/2014	
ET-Solar	ET-P660250WWZ (US) Zero Rack 1	250.00	15.37	30.34	8.24	3/2014	
ET-Solar	ET-P660255WWZ (US) Zero Rack 1	255.00	15.67	30.91	8.25	3/2014	
ET-Solar	ET-P660260WWZ (US) Zero Rack 1	260.00	15.98	31.48	8.26	3/2014	
ET-Solar	ET-P660245WBZ (US) Zero Rack 1	245.00	15.06	30.14	8.13	3/2014	
ET-Solar	ET-P660250WBZ (US) Zero Rack 1	250.00	15.37	30.34	8.24	3/2014	
ET-Solar	ET-P660255WBZ (US) Zero Rack 1	255.00	15.67	30.91	8.25	3/2014	
ET-Solar	ET-P660260WBZ (US) Zero Rack 1	260.00	15.98	31.48	8.26	3/2014	
ET-Solar	ET-P672290BB (EU)	290.00	14.95	35.92	8.08	3/2014	
ET-Solar	ET-P672295BB (EU)	295.00	15.20	36.17	8.16	3/2014	
ET-Solar	ET-P672300BB (EU)	300.00	15.46	36.68	8.18	3/2014	
ET-Solar	ET-P672290BB (US)	290.00	14.95	35.92	8.08	3/2014	
ET-Solar	ET-P672295BB (US)	295.00	15.20	36.17	8.16	3/2014	
ET-Solar	ET-P672300BB (US)	300.00	15.46	36.68	8.18	3/2014	
ET-Solar	ET-P672290WWG (US) Anti-glare	290.00	14.95	35.92	8.08	4/2014	
ET-Solar	ET-P672295WWG (US) Anti-glare	295.00	15.20	36.17	8.16	4/2014	
ET-Solar	ET-P672300WWG (US) Anti-glare	300.00	15.46	36.68	8.18	4/2014	
ET-Solar	ET-P672290WB (EU)	290.00	14.95	35.92	8.08	3/2014	
ET-Solar	ET-P672295WB (EU)	295.00	15.20	36.17	8.16	3/2014	
ET-Solar	ET-P672300WB (EU)	300.00	15.46	36.68	8.18	3/2014	
ET-Solar	ET-P672305WB (EU)	305.00	15.72	37.18	8.21	3/2014	
ET-Solar	ET-P672305WW (EU)	305.00	15.72	37.18	8.21	3/2014	
ET-Solar	ET-P672300WW (EU)	300.00	15.46	36.68	8.18	3/2014	
ET-Solar	ET-P672295WW (EU)	295.00	15.20	36.17	8.16	3/2014	
ET-Solar	ET-P672290WW (EU)	290.00	14.95	35.92	8.08	3/2014	
ET-Solar	ET-P672290WB (US)	290.00	14.95	35.92	8.08	3/2014	
ET-Solar	ET-P672295WB (US)	295.00	15.20	36.17	8.16	3/2014	
ET-Solar	ET-P672300WB (US)	300.00	15.46	36.68	8.18	3/2014	
ET-Solar	ET-P672305WB (US)	305.00	15.72	37.18	8.21	3/2014	
ET-Solar	ET-P672305WW (US)	305.00	15.72	37.18	8.21	3/2014	
ET-Solar	ET-P672300WW (US)	300.00	15.46	36.68	8.18	3/2014	
ET-Solar	ET-P672295WW (US)	295.00	15.20	36.17	8.16	3/2014	
ET-Solar	ET-P672290WW (US)	290.00	14.95	35.92	8.08	3/2014
PV Power Tech	Eco 130	130.00	13.31	17.05	7.62	1/2014	
PV Power Tech	Eco 135	135.00	13.82	17.35	7.78	1/2014	
PV Power Tech	Eco 140	140.00	14.33	17.75	7.89	1/2014	
PV Power Tech	Eco 145	145.00	14.84	18.15	7.99	1/2014	
PV Power Tech	Eco 150	150.00	15.36	18.50	8.11	1/2014	
PV Power Tech	Eco 185	185.00	14.14	23.75	7.79	1/2014	
PV Power Tech	Eco 190	190.00	14.52	24.02	7.91	1/2014	
PV Power Tech	Eco 195	195.00	14.90	24.40	7.99	1/2014	
PV Power Tech	Eco 200	200.00	15.29	24.80	8.06	1/2014	
PV Power Tech	Eco 205	205.00	15.67	25.25	8.12	1/2014	
PV Power Tech	Eco 225	225.00	13.88	29.60	7.60	1/2014	
PV Power Tech	Eco 230	230.00	14.19	29.80	7.72	1/2014	
PV Power Tech	Eco 235	235.00	14.50	30.05	7.82	1/2014	
PV Power Tech	Eco 240	240.00	14.81	30.25	7.93	1/2014	
PV Power Tech	Eco 245	245.00	15.11	30.60	8.01	1/2014	
PV Power Tech	Eco 250	250.00	15.42	30.95	8.08	1/2014	
PV Power Tech	Eco 270	270.00	13.93	35.62	7.58	1/2014	
PV Power Tech	Eco 275	275.00	14.19	35.85	7.67	1/2014	
PV Power Tech	Eco 280	280.00	14.44	36.05	7.77	1/2014	
PV Power Tech	Eco 285	285.00	14.70	36.25	7.86	1/2014	
PV Power Tech	Eco 290	290.00	14.96	36.55	7.93	1/2014	
PV Power Tech	Eco 295	295.00	15.22	36.75	8.03	1/2014	
PV Power Tech	Eco 300	300.00	15.48	37.10	8.09	1/2014	
PV Power Tech	PVQ3 235	235.00	14.50	29.55	7.95	1/2014	
PV Power Tech	PVQ3 240	240.00	14.81	30.05	7.99	1/2014	
PV Power Tech	PVQ3 245	245.00	15.11	30.50	8.03	1/2014	
PV Power Tech	PVQ3 250	250.00	15.42	31.00	8.06	1/2014
Winaico Deutschland GmbH	WSI-135M6	135.03	13.39	17.72	7.62	5/2011	
Winaico Deutschland GmbH	WSI-140M6	140.21	13.91	17.93	7.82	5/2011	
Winaico Deutschland GmbH	WSI-145M6	145.16	14.40	18.10	8.02	5/2011	
Winaico Deutschland GmbH	WSI-130P6	131.00	12.99	18.16	7.22	2/2012	
Winaico Deutschland GmbH	WSI-135P6	135.90	13.48	18.48	7.35	2/2012	
Winaico Deutschland GmbH	WSI-240P6	240.00	14.62	30.21	7.96	2/2013	
Winaico Deutschland GmbH	WSI-245P6	245.00	14.92	30.47	8.06	2/2013	
Winaico Deutschland GmbH	WSI-250P6	250.00	15.22	30.73	8.15	2/2013	
Winaico Deutschland GmbH	WST-235P6	235.00	14.13	29.95	7.85	1/2014	
Winaico Deutschland GmbH	WST-240P6	240.00	14.43	30.21	7.96	1/2014	
Winaico Deutschland GmbH	WST-245P6	245.00	14.73	30.47	8.06	1/2014	
Winaico Deutschland GmbH	WST-250P6	250.00	15.03	30.73	8.15	1/2014	
Winaico Deutschland GmbH	WSP-270M6 PERC	270.00	16.23	30.59	8.83	5/2014	
Winaico Deutschland GmbH	WSP-275M6 PERC	275.00	16.53	30.98	8.88	5/2014	
Winaico Deutschland GmbH	WSP-280M6 PERC	280.00	16.83	31.37	8.93	5/2014	
Winaico Deutschland GmbH	WSP-285M6 PERC	285.00	17.13	31.76	8.98	5/2014	
Winaico Deutschland GmbH	WSP-290M6 PERC	290.00	17.43	32.12	9.03	5/2014	
Winaico Deutschland GmbH	WSP-250M6	250.00	15.03	29.92	8.38	5/2014	
Winaico Deutschland GmbH	WSP-255M6	255.00	15.33	30.31	8.42	5/2014	
Winaico Deutschland GmbH	WSP-260M6	260.00	15.63	30.41	8.56	5/2014	
Winaico Deutschland GmbH	WSP-265M6	265.00	15.93	30.50	8.69	5/2014	
Winaico Deutschland GmbH	WSP-250P6	250.00	15.03	30.73	8.15	5/2014	
Winaico Deutschland GmbH	WSP-255P6	255.00	15.33	30.99	8.24	5/2014	
Winaico Deutschland GmbH	WSP-260P6	260.00	15.63	31.25	8.33	5/2014	
Winaico Deutschland GmbH	WSP-190P6 black	190.00	14.12	25.22	7.54	11/2014	
Winaico Deutschland GmbH	WSP-195P6 black	195.00	14.49	25.51	7.65	11/2014	
Winaico Deutschland GmbH	WSP-200P6 black	200.00	14.86	25.80	7.77	11/2014	
Winaico Deutschland GmbH	WSP-205P6 black	205.00	15.23	26.09	7.89	11/2014	
Winaico Deutschland GmbH	WST-250P6	250.00	15.03	30.73	8.15	5/2014	
Winaico Deutschland GmbH	WST-255P6	255.00	15.33	30.99	8.24	5/2014	
Winaico Deutschland GmbH	WST-260P6	260.00	15.63	31.25	8.33	5/2014	
